"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ABCG1",1.36737106564853,1.04264433740849,1.21412480535285,1.36737106564853,1.14404636961671,1.06350294230616
"ABCG2",0.400537929583729,0.31034012061215,0.22650852980868,0.0840642647884745,0.0840642647884745,0.070389327891398
"ABCG8",0.0426443374084937,0.0565835283663675,0.0143552929770701,0.0285691521967709,0.0426443374084937,0
"ABHD10",5.18745105402733,5.18308946064076,5.00315244866692,5.05354581772798,4.94906796585291,5.02680005934372
"ABHD11",4.10013667128545,4.10013667128545,4.07980475463526,4.10181813422741,3.93640237772506,3.92314918047231
"ABHD12",5.82094479188069,5.84624256510951,5.82832692641482,5.34943605171382,5.34943605171382,5.35614381022528
"ABHD13",3.06695024392463,3.15055967657538,3.12598165385472,3.23266075679027,3.39094277280254,3.30888505741176
"ABHD14A",4.66049513188851,4.45811948117451,4.35402893805439,4.48542682717024,4.39711840904258,4.40803246613065
"ABHD14B",6.79376585730965,6.84335579343509,6.67327373660982,6.46368784220126,6.31632679205715,6.35878304818473
"ABHD15",3.94860084749336,3.86195536414487,3.73443866613717,3.97085365434048,3.85996954822103,3.99729240763651
"ABHD16A",5.22958792274065,5.08363887925071,4.91981677005279,5.07167687375186,5.11769504266975,4.98732086592925
"ABHD16B",1.72683121703249,0.070389327891398,0.124328135002202,1.0071955014042,0,1.15055967657538
"ABHD17A",5.42727093517358,5.27388882366849,5.03562390973072,5.31903981556254,5.19967234483636,5.20906339534927
"ABHD17B",3.30305008468167,3.16992500144231,3.17632277264046,3.30451104180995,3.5033487351675,3.64616265715789
"ABHD17C",5.30961277245412,5.1811025507538,5.13627342985058,4.23955079661364,3.94579495674006,4.39711840904258
"ABHD18",2.95977015521147,2.96162332828694,2.94110631094643,2.90110824301451,2.95791459863299,3.06177619758669
"ABHD2",4.32912359629157,4.21955576916691,4.36527259976453,4.29719141656586,4.04001567884788,4.27947129564447
"ABHD3",4.8109571587378,4.72137265947682,4.66902676550963,4.82222027162153,4.95093492831454,4.75808993420181
"ABHD4",5.85773223315767,6.15623479785027,5.88581837198992,5.97292236422542,6.08427691053149,6.14282184411593
"ABHD5",4.16027483140859,4.34553831007001,4.16430358309365,3.85598969730848,3.86690797814317,4.01167453338092
"ABHD6",3.12598165385472,3.0071955014042,2.67129337248158,2.92599941855622,2.6507645591169,2.68929916053589
"ABHD8",4.26753579806874,4.23955079661364,4.14974711950468,3.72027846523333,3.73335434061383,3.73009646559547
"ABI1",5.40463068421761,5.58165253046128,5.55213110825378,5.32804655627074,5.56742375770728,5.49697358099828
"ABI2",4.85349670370232,4.88655014732434,4.76234881564413,5.17712050284652,5.03210084316702,5.07167687375186
"ABITRAM",4.47118746038699,4.40599235967584,4.38612115681485,4.33842441478356,4.2149019101607,4.28762004411207
"ABL1",6.40036714591488,6.22843392051337,6.14180061165247,5.84523912563878,5.66334461936609,5.8073549220576
"ABL2",3.88068552526112,3.72900887033786,3.65878273401283,3.14567745519564,2.98185265328974,3.33485426933163
"ABLIM1",5.40429006444484,5.60703434594862,5.61323695471633,5.65306001710456,5.54627713209007,5.81506301719287
"ABLIM2",3.16510798514454,3.20320115631661,3.13586316536868,3.19692173382033,3.11270013274936,3.28095631383106
"ABLIM3",1.78240856492737,1.55090066464752,1.36176835941915,1.03562390973072,1.17632277264046,0.978195629681652
"ABR",5.40565206128037,5.17472598770613,5.05224198118114,5.21412480535285,4.93781516880342,5.1622906135458
"ABRACL",3.63226821549951,3.58976348698498,3.43429461795993,4.5915597458278,4.55336050333533,4.28243980500639
"ABRAXAS1",2.87184364850932,3.09929520433778,3.04264433740849,3.24184018356467,3.10936055940423,3.16349873228288
"ABRAXAS2",3.16027483140859,3.13586316536868,3.10265813136374,3.23419472295381,3.19849415363908,3.22958792274065
"ABT1",4.82222027162153,4.63517394667492,4.58856473740135,4.5915597458278,4.50016467949217,4.56864019541922
"ABTB1",4.96993327469786,4.68929916053589,4.56742375770728,4.5795422249369,4.42155994490182,4.5197934862411
"ABTB2",3.43162295971329,3.39917109381982,3.20789285164133,3.51853513898218,3.44890095114513,3.48928602262588
"ACAA1",4.58436125251871,4.20320115631661,4.18665901720211,4.4235781709818,4.32264926213102,4.46074256378964
"ACAA2",6.68650052718322,6.72137265947682,6.62819033461521,6.55765515472542,6.63633460244218,6.49697358099828
"ACACA",4.41683974191283,4.58916423669977,4.48735771531155,4.74362267606765,4.73335434061383,4.76500424625004
"ACACB",2.90881290773955,3,2.63691458035588,2.8073549220576,2.55826763405574,2.75915583380027
"ACAD10",3.09929520433778,3.19849415363908,3.10601323762212,2.89917563048051,2.8011586560937,2.93545974780529
"ACAD11",3.1811025507538,3.13914201914569,3.01435529297707,3.09423606984577,3.11270013274936,3.13093086982645
"ACAD8",4.42894634476948,4.31179371775365,4.15055967657538,4.55151601762801,4.44691786486603,4.38059093426592
"ACAD9",5.84799690655495,5.76686014382955,5.68481873755322,5.90592847817314,5.81198471935167,5.85049941375812
"ACADM",5.62964804418744,6.02081330425245,5.98367769469807,6.04679660957376,6.19986861652443,6.16208916202821
"ACADS",4.24868662687383,4.15946772926677,4.03386345186628,4.25625587320273,3.89917563048051,3.9126498648972
"ACADSB",1.01435529297707,1.37295209791183,1.66902676550963,1.14404636961671,1.21412480535285,1.52105073690096
"ACADVL",8.53896488745146,8.46311561989236,8.36885563438793,7.96330071270707,7.85106188015473,7.91659606789219
"ACAP1",0.604071323668861,0.411426245726465,0.22650852980868,0.782408564927373,0.333423733725192,0.432959407276106
"ACAP2",3.76022094646651,3.70597790168252,3.69265037003553,3.61353165291793,3.55949181320504,3.85199883711245
"ACAP3",5.7771566660045,5.56254772419912,5.38162946703366,5.141187525005,4.88752527074159,5.02724253597374
"ACAT1",6.6623479388146,6.87467403163581,6.82896155231732,6.67270819562222,6.79051141189419,6.67821278642137
"ACAT2",6.97808119818916,7.08788710093312,7.02380978720236,6.93380866199012,7.11176165883618,6.99932357815082
